Drug Name,Drug ID,Strength,Pack Size,Price,Expiry Date,Batch Number,Manufacture Date,Country of Origin,Drug Interactions,Patient Age Group,Patient Gender,Patient Weight,Geographic Region,Sales Volume,Manufacturer,Generic Drug Name,Route of Adminstration,Storage Conditions,Prescription Required,Therapeutic Class,Dosage Form,Adverse Reactions
Crocin,ded9d861-9d07-4b4c-94c1-209f13b326f1,842,30,169.07,2028-11-27,57fb843e-1493-4864-837b-72a17aefdf0d,2024-02-10,Germany,Military last body deep debate song including.,Adult,Female,62,Kolkata,31,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,95d1c678-c44b-428d-88ca-480b44bcf0f3,236,32,412.53,2024-11-25,d793eb0d-e2be-4b2f-8803-cf0f8b1a9136,2021-09-06,Switzerland,Throughout statement take national cut.,Elderly,Male,98,Pune,58,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Cetrizine,b68ddd7d-8510-4f6a-aa5c-d9326ea7c29e,394,42,168.98,2027-04-23,dbf9abc9-661d-412e-9115-107c917d6bbf,2022-12-03,India,Draw technology apply also machine need beat.,Adult,Female,51,Hyderabad,27,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Atorva,74f573e3-539b-473d-bfc2-08cd9d17743c,86,8,304.77,2025-02-01,a66444f0-c111-464f-9cfc-32e6828ae610,2023-07-23,Switzerland,Here personal subject result democratic company middle talk.,Adult,Female,63,Delhi,88,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Azee,da7750c0-4ef2-4c38-8f4e-67b0ee522b63,595,24,54.78,2027-06-26,3a507bff-4f67-46f6-9a53-83fd90f45a25,2021-07-16,Germany,System identify but receive market.,Adult,Male,77,Delhi,33,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Pantocid,ec7597a1-d514-494d-bc98-3732fab04be8,733,40,361.37,2025-01-13,28252677-936b-4b09-863e-f74cbab73800,2023-07-14,Germany,Increase past wear mission.,Adult,Female,99,Surat,14,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Amoxyclav,90865f67-2535-4ad1-9a8f-06870efd5ccc,432,7,37.8,2028-03-21,5d1e2803-b2d1-4157-8917-1652e12bdb05,2023-05-21,India,Middle home maintain different.,Adult,Female,90,Jaipur,51,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Dolo-650,788bab36-9dab-4327-b00d-0dbb65882cec,540,2,460.44,2028-05-04,47a6e760-29b0-4c21-975c-711b8b0ee778,2022-06-22,Germany,Card edge prepare also someone onto.,Pediatric,Male,98,Kolkata,61,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Atorva,7c7119cd-9619-49a3-bf80-5cccfbc574af,592,15,475.01,2027-06-19,bac22861-e77a-4e4b-9858-a5b434a2d5ab,2019-10-11,Switzerland,Write whose hope last age such agency.,Adult,Male,59,Jaipur,69,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Combiflam,9f690407-6f4e-4a5c-bc81-7fc4aa853ab6,796,4,455.43,2028-07-27,ea5e568c-d515-4da1-bd4f-ed254e90b22b,2024-03-03,United States,Act take draw close ten.,Elderly,Male,78,Chennai,14,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Azee,d6079f02-0ad3-41a7-908c-20773ad580f8,711,1,315.79,2027-03-23,62348459-1132-43d8-976c-1b5710f07b80,2020-09-08,Switzerland,Treatment various pick safe and exactly.,Adult,Female,87,Mumbai,19,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Atorva,cdd576b5-d081-43ad-bde0-136d7d476441,831,9,370.61,2029-02-28,7c6799b2-1925-4d06-8b01-bb9cf7650c19,2020-10-03,United States,Focus easy through.,Pediatric,Male,100,Pune,60,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Pantocid,4710cf53-707a-4890-a154-ff7c8ebe5c86,767,7,218.41,2029-03-14,9fb24c38-ebbe-47da-9705-6b5a7b5e3548,2022-05-30,India,Role miss visit spend lose husband form.,Elderly,Male,98,Hyderabad,95,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Azee,6c1ea65c-61aa-4041-b0be-0e07c4dd9ead,225,21,379.07,2024-09-09,10e9e2fd-9259-45d5-828f-aa22445713b2,2019-12-30,India,Authority senior space fish sense partner.,Pediatric,Female,97,Hyderabad,64,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Ciplox,9540b05e-f51b-4074-b1b1-976df04fc166,720,45,350.36,2027-08-23,81e30f10-d828-491d-97a3-58741dfa44ed,2021-07-09,Germany,Catch standard office may purpose.,Adult,Male,58,Ahmedabad,86,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Crocin,8def85b1-c20d-4376-adb9-7427013778d8,90,47,366.99,2027-03-16,fe5ed2ae-e61d-418d-bd9f-ac0557facdad,2023-09-21,Switzerland,Training item less recent article east without candidate.,Elderly,Male,91,Surat,66,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,e4b44260-f16c-469f-be5a-92e54311c7af,241,28,362.13,2028-02-18,de83d361-a085-421e-928a-efcc3eb13fbf,2021-02-17,Switzerland,Require chance town visit concern country especially spring.,Pediatric,Male,100,Bangalore,22,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,9e4307ab-ab3f-4611-9fb5-2242bc401e51,371,15,295.19,2027-03-09,c64270a3-daa9-4b00-8231-9f519cdf9f25,2020-06-21,Switzerland,Plan key common per question art.,Elderly,Male,69,Mumbai,24,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,5ee17e72-5b75-4d85-92a5-c88948a1d6de,3,11,410.23,2028-11-05,57837c6f-b201-460e-a630-3861aa63e280,2021-03-19,India,While citizen open worker.,Elderly,Male,75,Delhi,10,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,27d3cdd9-4fb3-4965-ab15-dade7db3b7cf,209,6,255.18,2028-04-18,04bc9c5b-8bd1-488f-9d78-9bbeec59b7d6,2020-06-30,Switzerland,Activity long wait.,Pediatric,Male,65,Jaipur,2,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Azee,d8f541ec-b4e7-4aeb-be6e-c39c4aa8173e,872,13,76.98,2027-07-03,263aa9bb-4cb1-4979-bbaf-ade3f55fa1c9,2020-07-23,India,Blood majority stay key property.,Pediatric,Female,59,Mumbai,21,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Omez,06f52806-2bed-433d-b646-10e0c0c07a41,18,47,4.88,2025-07-11,d36e8b0c-e4d1-41bd-8801-9b12eda213cd,2023-11-11,Switzerland,Base me site these way at night town.,Elderly,Male,51,Chennai,82,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Cetrizine,6c7bea05-deae-44ae-96aa-3cefe343a97a,372,24,296.93,2027-10-24,5da94a54-56ad-48a1-ba99-8422e3e919d6,2019-11-15,Switzerland,Use maintain go phone.,Elderly,Male,64,Kolkata,12,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Crocin,108b8a56-c081-4b21-88a9-34139462eeef,572,35,337.28,2024-06-12,963c8414-a87b-489f-9a70-924c0b18e808,2020-06-06,United States,Happy above because include to audience five.,Adult,Male,78,Bangalore,63,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,1169cc6b-9d59-4cf9-b70f-ec2d6ff61b95,486,1,227.31,2028-09-30,ae629133-ed09-4966-8aa8-78ba46c25307,2020-01-06,Germany,Significant clearly garden heavy sometimes hotel.,Elderly,Male,66,Bangalore,76,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Amoxyclav,78687ff5-2f8f-4da1-94da-2b6e5f1f0b02,981,45,160.9,2028-02-15,dc8dc31c-b546-46ce-9926-a98baac93323,2020-01-31,Germany,Among sign support another.,Adult,Male,81,Kolkata,69,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Amoxyclav,8ffd11cc-275b-4c5e-9b58-9faf29e0dc63,1710,4,952.0,2025-09-28,8c20311b-fdbe-40f3-95ae-1a2f83a37857,2020-10-02,Switzerland,Service game action third figure nearly half.,Pediatric,Male,75,Mumbai,24,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Azee,f12cbe35-f2c5-4388-9701-a7ff16f0be0e,944,17,361.54,2025-08-12,8279d2a6-7e07-4bd1-a155-4fde9a9e7aa6,2022-06-15,United States,Send new tonight agency.,Elderly,Female,79,Bangalore,14,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Pantocid,86664111-d3e5-4a3f-ab27-41f7fef26911,113,3,140.37,2025-08-12,3b4161ee-f4d0-41e5-9b1d-ed642663042e,2019-03-27,Germany,Section history nature possible only.,Pediatric,Female,95,Kolkata,81,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Combiflam,8619d0a8-7dd0-44f2-a1e3-bd3ce86f533c,62,8,386.73,2028-02-12,3bf5f6c3-6298-46d5-9d9f-001c823fa29a,2019-11-23,Switzerland,Course surface walk.,Elderly,Female,79,Kolkata,25,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,cc167bf2-7217-4424-801b-da704b8b4e7d,934,4,116.9,2027-09-03,70c970f5-cee4-4e4e-af3a-3cef5efa1ae3,2022-03-25,Switzerland,Center smile into few book sit security.,Adult,Female,73,Kolkata,34,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Dolo-650,3545fb43-b996-4755-93bf-90571b5d2fe5,358,20,247.15,2025-07-13,8897685a-0e97-497f-8948-b34c902acd33,2023-07-25,Switzerland,Recent skin one baby.,Elderly,Male,63,Bangalore,67,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Atorva,8097d8b8-3a05-4103-8eb4-7aac8806a670,370,5,25.1,2029-01-30,c69fbfa3-b91a-427a-9087-b6c0bec1d164,2023-10-18,Switzerland,Sort remember wrong matter brother.,Elderly,Female,79,Chennai,54,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Azee,fe8c1d67-6cf8-4eb2-b08b-1ced7f742064,870,17,259.32,2029-03-01,2e1eacda-b1a0-4c2f-848e-1813c7fdb410,2023-06-12,Germany,Yes thank we card.,Elderly,Female,58,Ahmedabad,22,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Atorva,7203a3fc-7596-4438-8c77-d7ca4e9258f8,870,22,263.07,2026-10-10,60cf6dc6-6245-4e8c-a1d2-2117d5fca7b6,2023-03-20,Switzerland,Game just exactly your authority.,Elderly,Male,76,Mumbai,74,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Pantocid,38cd4234-4d90-4704-8296-5bc644b077de,888,45,254.61,2026-03-14,8d77d52f-977b-426f-8ff4-9e4aead2d961,2019-11-09,India,Tv voice recently natural all hour.,Pediatric,Female,53,Ahmedabad,70,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Amoxyclav,7e6619fe-2c5a-4de0-bdc3-5809eebad924,798,40,464.09,2026-12-26,c952c7dc-1629-46c9-bd61-6c9a3221a4a6,2022-11-24,India,Stay after foot down least direction.,Adult,Male,65,Kolkata,44,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Dolo-650,e27603b4-e58a-44c8-9cef-bcabccefd889,839,25,143.34,2024-12-09,37153fcb-fd2e-4c15-ac79-0149157480f5,2023-01-13,Switzerland,At model trip.,Adult,Male,59,Jaipur,95,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Combiflam,ccbe4350-4336-48bc-a778-05552414973e,143,18,192.65,2028-02-10,ff5aa0b0-9a60-4d3f-840d-77d1abcd9636,2019-11-04,Germany,Surface total science until agree protect.,Elderly,Male,90,Bangalore,63,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Ciplox,8c233289-0235-4452-852b-914f00689a3d,302,45,378.89,2028-09-02,fd614b57-3d8e-414d-8b9f-b73063e30e91,2024-01-06,Germany,Practice hour painting outside likely idea.,Pediatric,Male,56,Mumbai,94,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Combiflam,79336b7d-8431-4559-9d57-5f0f8a9a0b82,472,11,476.8,2028-03-06,a01a24f2-2cae-4360-b579-0ddd4a66921e,2023-07-05,Germany,Special respond success everybody bar never approach.,Adult,Male,68,Delhi,88,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,952d95c0-7658-4711-8c3f-721ead77999a,148,9,21.93,2027-12-17,e72d35bc-1963-4a3c-b392-da4ffcb3875a,2024-03-11,Switzerland,Impact son human action nation whether play.,Elderly,Male,73,Kolkata,78,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Dolo-650,267bb1b2-0a8b-4428-a1ac-92a04d27c0e0,856,38,472.58,2025-09-19,2a2fc3dd-ecb6-4328-aee5-a883c69cf800,2023-05-07,India,Pm whom music individual.,Adult,Female,53,Hyderabad,57,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Atorva,fd1e49d6-1533-431a-bdd1-9a730286b47b,874,30,441.31,2027-05-14,3f14ff80-6375-41fd-8388-2aa30d27380d,2024-02-19,Switzerland,Door natural theory truth understand.,Adult,Male,72,Chennai,30,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Crocin,9f02f9fe-2ba3-4294-803c-ecf0e43a328e,565,8,365.76,2027-06-12,f83ad8f8-3488-4b81-90b0-97aff505c656,2020-01-13,Germany,Hair house former break.,Elderly,Female,79,Pune,98,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Atorva,ecf7a196-ecb6-42de-a623-d2454696b0cf,996,9,215.84,2024-12-17,d5b3c3d9-ca8f-4963-8cd6-733feb913246,2021-02-03,United States,Offer land road thus garden action thus.,Adult,Male,74,Bangalore,55,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Omez,5cbfca66-e95c-4b1c-891c-c139f5d07e08,954,21,139.85,2024-10-06,908d1657-47f8-42e1-9c69-592f8bcceb4a,2020-06-17,Germany,Who chance education last.,Pediatric,Female,91,Delhi,30,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Omez,a0015b87-b063-4bd2-9ba6-053f6d5da7e7,935,10,439.91,2026-04-15,51eeda4c-f80e-41e5-a520-d88d9c209465,2022-06-25,Switzerland,Past across marriage owner force letter in.,Pediatric,Male,77,Bangalore,70,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Omez,cc955859-3ab8-42b6-a2fc-d9695fe52fd8,432,49,157.87,2026-08-29,a3f10f72-8224-444c-acbf-c8d8d8bf7063,2024-02-09,Germany,Attention stay light person yet system radio.,Pediatric,Female,54,Ahmedabad,32,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Azee,a72bf27d-85e0-4ae6-8755-572f4b66f020,249,38,174.33,2024-09-30,c3398a4a-7606-4c4b-822a-c70ed8c95cdb,2021-02-21,United States,Bad population author buy.,Elderly,Male,88,Pune,15,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Combiflam,6efb0c01-a5b6-4db2-9c75-0ec55b27f45e,216,27,83.63,2024-08-21,dd91a907-a2fe-47dc-8234-f46e0acea426,2020-11-11,Switzerland,Determine develop history.,Adult,Male,68,Mumbai,66,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,6a239a6e-5a10-49ea-b287-0a96beeff035,848,41,144.63,2026-08-27,ee6a446f-facd-44c0-8b97-28c5c660c270,2022-05-31,Switzerland,Action walk mention spend trade.,Elderly,Male,72,Bangalore,23,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Amoxyclav,ed2f1d50-b13c-498e-914f-56bc91ffd7ce,230,29,243.83,2025-02-06,665080fe-5945-4b1a-8327-44233ae6a8c3,2023-02-14,India,Age administration can step.,Elderly,Female,82,Hyderabad,70,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Omez,f8ac6fe2-24fa-4517-89c0-87f98fb8448a,58,43,112.59,2025-03-28,84339a23-32f2-4c89-9d0e-16d66ecd3eb0,2021-03-20,India,Learn number fly page whose.,Pediatric,Female,85,Mumbai,88,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Combiflam,21303321-b5e5-48db-82c9-5ff0f6399779,765,8,85.49,2024-11-13,45f7b06b-7751-465b-a1bc-dcad39361ca1,2021-11-19,Germany,Finish some usually significant loss.,Adult,Female,80,Surat,41,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Cetrizine,4ba5cb0a-b4ce-49b3-b7fe-9977e601bbb3,142,34,469.66,2025-12-08,95abda10-d6fe-4792-8d97-22817e55afae,2022-04-21,Switzerland,Enjoy share focus wide certainly however.,Adult,Female,52,Bangalore,53,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Combiflam,a7c98ba2-f208-4ee3-afd1-fd4fc431769d,121,34,130.46,2024-07-30,984e65cf-9de7-4605-a150-4e730c2f99ca,2020-04-10,Germany,Year subject sense remain talk management condition training.,Elderly,Male,80,Pune,4,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Dolo-650,c2d36a3c-c467-41c7-a600-3a70c3c1dd67,986,16,303.48,2025-05-24,deb36dae-97ea-40c5-858f-54fdfb491eb2,2024-03-06,Switzerland,Expert simply wall seat.,Pediatric,Male,54,Delhi,44,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,145394ab-96fe-4870-ba41-0958ed4d3fc2,713,37,53.95,2027-04-17,00ed96de-e8db-410c-bfd3-1db1abe6226b,2020-10-20,Switzerland,Job power most trip concern.,Pediatric,Female,72,Delhi,30,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Dolo-650,7dc42a74-89c9-4c23-850c-8bc0d5042a3c,721,31,116.61,2025-09-23,6daafe8b-cdd4-4c13-8796-8bec182b8408,2020-08-23,India,Treatment actually home pressure free official I action.,Elderly,Female,71,Bangalore,74,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Crocin,18fed3ef-1bec-4ced-8c73-5bfaccb9f02e,147,43,140.04,2028-09-27,8ddc4788-01f8-49b1-9013-970b650812fa,2019-11-21,India,Company determine large father its modern.,Adult,Male,62,Kolkata,97,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,c72f9a16-4af4-4aea-98ef-c101e715a188,387,32,48.89,2027-11-15,914a8a95-8fb1-4815-941a-f5181854ee5d,2019-04-19,Germany,Time security likely although type set will result.,Pediatric,Female,69,Delhi,58,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Azee,21c04f03-8bbd-40b6-a377-b9ec7c4a115c,751,18,276.53,2024-06-04,34542097-7b31-40cb-b63e-038daf306ebe,2023-05-30,India,Win market soon democratic of.,Elderly,Female,82,Bangalore,95,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Ciplox,051456b9-7ab5-42cc-a3fe-ccb757e276d8,27,21,254.84,2028-04-11,8af2f33e-5be7-4a39-a7ed-7df3b9aecb8b,2020-03-30,Germany,Politics surface business view yourself.,Adult,Female,60,Pune,3,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Combiflam,e29f8d9d-3dfd-4dc6-8a73-56f826655652,713,50,85.26,2026-06-15,402efc80-17df-41cf-b27e-8b52b6fb8768,2021-02-15,India,Question floor discuss win.,Elderly,Male,50,Delhi,64,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Crocin,fe5d2a8d-2444-463b-9b62-8961e2e6cab6,989,47,299.6,2026-02-12,8a7b2652-2d58-433d-877a-31509a896c4e,2021-09-05,India,Son out stop dinner way beyond travel.,Adult,Female,56,Pune,90,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Dolo-650,ed30b518-bbff-44c6-863d-712ccbd2b051,435,31,20.83,2026-11-29,298f763b-bcfc-48a8-8f99-58cd8de55535,2019-07-10,United States,Relate pass would kid participant feeling.,Elderly,Female,59,Kolkata,76,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,a37a7d6e-b853-4cb7-b76e-232d9d23e04c,381,15,445.43,2025-07-15,d11fcc63-faa7-4d17-8f64-76e0c02f3511,2020-11-16,United States,Student necessary tax study order.,Pediatric,Male,97,Bangalore,70,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Cetrizine,ef3f8e94-a59c-4972-9615-2d5b129fd6b7,56,6,269.42,2025-07-10,36d071d1-98a6-42c4-afd6-bfad0f94c152,2020-07-16,Switzerland,Chair attorney above else wish catch red season.,Elderly,Female,95,Chennai,93,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Dolo-650,4ebcd0ee-5807-4353-a3d4-ff649bd6bf10,719,17,98.37,2028-08-21,f677e644-279f-4a01-947c-965e4d235eab,2020-05-18,Germany,Begin analysis nearly entire.,Elderly,Female,85,Surat,82,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Combiflam,18d8e2d9-563e-4703-9862-43c07eaf06ca,109,50,244.69,2027-02-11,4fd5c799-9e55-4e53-b336-9fc5e84cd87f,2020-09-25,Switzerland,Board no number instead benefit plan.,Adult,Male,67,Surat,55,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,ef7a6270-0eba-40df-bf7d-51188e1f055b,679,19,411.38,2025-05-16,ce733a91-52a2-4344-99e5-fc2de571bf1b,2022-09-12,Germany,Grow three man far look.,Adult,Male,53,Surat,52,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Pantocid,bae7a753-29c6-4fe9-b349-9602e1c8f414,596,46,185.4,2027-12-28,df332a5e-4acd-4767-9896-d42a351c5779,2020-05-23,Germany,Away past television stage product practice run.,Elderly,Male,51,Jaipur,88,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Crocin,6ece07aa-87f1-43fa-bf1d-61de24e4989e,76,6,141.64,2028-09-22,e9ba8a29-2111-4f89-89a4-69d9e2f172da,2019-05-06,Germany,Interest series have especially.,Pediatric,Male,82,Jaipur,16,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,137bbdfd-1151-45bd-b063-ca314b4241d3,489,23,473.99,2024-10-13,c016ca77-a4db-49bd-946d-7fe3350e9fc0,2021-03-08,Switzerland,End may eat rock can nature.,Adult,Female,63,Hyderabad,59,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
